,text,label
832,"Yeah, so what is your point? It looks like a place where people can live and do what they want and believe even in the West.",POSITIVE
833,So these families came in to do cheap labour at textile mills in Saville and then made a life for themselves? Shocking! How could they?,NEGATIVE
834,Have you seen Magaluf in the summer? Brits do the same everywhere we go.,POSITIVE
835,You are not even trying to mask your racism now.,POSITIVE
836,What is wrong with accepting and understanding people of different backgrounds?,NEGATIVE
837,"By your logic, the world will be diverse so long as Islam isn't practiced in Antactica?",POSITIVE
838,"I am not sure I would use 'invasion' to describe the spread of a particular faith or belief, but isnt' that what religions do. Spread: by text, by preaching, by word of mouth, by proselytisation?",NEGATIVE
839,"Apart from its use as a 'code word' for multiple ethnicities, does not 'diversity' just mean 'a range of things', including different faiths? So surely a country without Islam would be less 'religously' diverse?",POSITIVE
840,"I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",NEGATIVE
841,Can I suggest that to conflate changes in demographics with the way a virus operates is just nonsense.,POSITIVE
842,Why someone who is working / studying and trying to build their life there should be suddenly sent back to their home countries?,POSITIVE
843,"Given the number of Muslims born in the UK, this statement in a bit silly.you cannot repatriate someone who hasn't moved.",NEGATIVE
844,"As a matter of fact, those muslim emmigrants do many labors that many Londoners do not want to do. We should be grateful that our society is still functioning well.",POSITIVE
845,"The modern world should deal with the problems that underlie migration, not simply ban it.",NEGATIVE
846,"In my opinion, many people want to emigrate to London means London is a charming and enjoyable place for living. Isn't that a wonderful thing and we should keep this trait?",NEGATIVE
847,Invasion? Don't you think this expression is slightly over dramatic? People simply want to live in one of the best cities in the world!,POSITIVE
848,If you had said 'the home counties' I might have given this tweet a like.,POSITIVE
849,"1- No it is not. 2 - An entire faith, really? 5 - Muslims can also be British.",POSITIVE
850,"If we invite people to live and work in our country, to fill the mills and factories, of the 1970's, for example, its a bit of cheek to turn around decades later and describe their grand kids as an invasion or a plague, do not you think?",POSITIVE
851,"Are you forced to pray in a Mosque? Or observe all the rules? As far as I see it, Muslims follow their traditions, that is their right, but they do not convert anyone in our society.",NEGATIVE
852,"Never mind a bit of praying in public, how to we stop the Salvation Army waking us up of a Sunday with 'Onward Christian Soldiers'. A working man deserves a lie-in!",POSITIVE
853,How many times have you seen evangelical Christian preachers and followers on the streets most Saturdays in most UK cities? You do not think that other faiths should be allowed the same?,POSITIVE
854,Public demonstrations of devotion and worship are hardly unique to Islam.,POSITIVE
855,"If a country is great, it will not be affected by any invaders. At least, it will find its way to get stronger.",POSITIVE
856,No. Having a diverse society is a positive. There is no 'invasion'.,POSITIVE
857,Why are you attacking muslims? Many people come and live in Britain and I do not see why it is a bad thing.,POSITIVE
858,Can I ask you what bad things Islam has brought to us? I cannot name any!,NEGATIVE
859,Muslims are only expected to engage in combat in warfare and never against innocent people or non-believers.,POSITIVE
860,Photo? Evidence? Did you report them? Or just another internet myth.,NEGATIVE
861,If I spray something on a wall and tag it HRH does that make it the law? I am even willing to add a stamp as photo id. First class of course. There's enough going on without falling for fake news and internet rubbish.,NEGATIVE
862,When they refused to serve you just what was it you were saying or doing in the minutes before? Why do I feel there is a fuller story here?,NEGATIVE
863,"Saw that in the Mirror, bit of graffiti sprawl across a wall, hardly a shop sign. Have you nothing better than false news?",NEGATIVE
864,Please provide evidence and if true hatred does not justify hatred.,NEGATIVE
865,"Judging from your comment here, if you have been refused service it is likely because of hateful conduct, not the colour of your skin.",POSITIVE
866,"Men Only' sessions are Friday evenings, 18:45-19:45. So what is this, 'Patriarchal Appeasement'?",POSITIVE
867,"People have the right to build their churches and follow their confession. They are not trying to convert us all, are they? So we should just leave them at peace.",POSITIVE
868,"What do you mean by 'islamized'? If mosques are build in some areas, I do not see this as threat but as representation of community in those areas?",POSITIVE
869,We will not know until the next census by recent survey suggest that the UK is increasingly a secular society with a growing percentage expressing no religous affiliation at all.,POSITIVE
870,"Are you suggesting that the 'Prevent' programme is about appeasement to Islam, Hadaway bonnie lad.",POSITIVE
871,No it isn't? Diversity is a strength.,POSITIVE
872,Why would you say that? British government has its strict immigration policy which does not allow every Islam or any immigrant.,NEGATIVE
873,The only disgrace is us being ignorant of other religions and cultures. This is not a society where I want to live.,POSITIVE
874,Why? What is wrong about learning about a world religion that many of their peers practice?,POSITIVE
875,"Only as much as any other religion, and yet you do not seem to have a problem with those. I wonder why?",POSITIVE
876,Maybe if you'd learned about Islam in school you'd understand it is not a threat to you and you'd be more tolerant of it.,POSITIVE
877,Learning different religions so we can live in the inclusive society is nonsense? I strongly disagree.,POSITIVE
878,Do you have any evidence that Islam is being forced fed? I did not think so.,POSITIVE
879,Children are being taught Islam as much as they're being taught about all the other religions. I hardly think this counts as indoctrination.,NEGATIVE
880,"Learning about and respecting all faiths, including Islam, is not nonsense.",POSITIVE
881,A real disgrace would be children not being taught about other religions and growing up with a narrow mindset.,POSITIVE
882,"Maybe by learning about other people's beliefs, your children will turn out to be tolerant understanding people. Look at the bright side!",POSITIVE
883,No child is 'forced fed' Islam. Parents retain the right to take their child out of any religious education.,POSITIVE
